V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
0,0.126105622,0.583928863,0.28484789,0.005117625,0.477713901,0.134966829,0.008567535,0,0,0.504678916,0.269447293,0.032392722,0,0,0.091833781,0.649211202,0.258955015,2.40E-09,0,0.013229861,0.568264567,0.412470221,0.006035351,0,0.299661559,0.514759342,0.164698143,0,0,0.146686196,0.585271625,0.267640691,0,0,0.00027869,0.379183626,0.572648481,0.047889203,0,0.130383506,0.584436555,0.282602754,0,0,0.472149418,0.370263403,0.04834772,0,0,0.010583731,0.49107941,0.490168203,0.008168655,0,0.007438876,0.632013514,0.347701288,0.012846322,0,0.301289037,0.584765878,0.1035233,0,0,0,0.174343492,0.633307846,0.190393865,0.001954796,0,0.154853705,0.669047504,0.175934835,0.000163956,4.40E-02,0.521525643,0.434507954,0,0,0,0.024086153,0.302039429,0.5491747,0.124699718,0.000733535,0.401291157,0.568720247,0.029255062,0,0.349856458,0.502769658,0.108246374,0,0,0.33956274,0.51757784,0.118663842,0,0,1
0.180252984,0.602446467,0.216446774,0,0,0.162675008,0.569217959,0.265848717,0,0,0.249730345,0.538997754,0.199561663,0,0,0.076944772,0.644249928,0.278790652,1.46E-05,0,0.05003236,0.643167098,0.30644354,0.000357003,0,0.079142808,0.518369251,0.402474179,0,0,0.01830866,0.437169864,0.532172328,0.012349149,0,0.101539032,0.641811138,0.25664886,0,0,0,0,0,0,0,0.106933993,0.604819421,0.288091681,0,0,0.008279616,0.476404965,0.504806881,0.010508539,0,0.154553242,0.709207821,0.136210025,2.89E-05,0,0.010770071,0.557803314,0.421527404,0.009899211,0,0,0.056135684,0.440082001,0.439638695,0.06414362,0.040442394,0.504864076,0.454553551,0.000139979,0,5.79E-02,0.539412247,0.402645827,0,0,0,0.153345355,0.621568025,0.224704589,0.000382031,3.42E-06,0.336773236,0.607318794,0.055904554,0,0.120657688,0.599181461,0.279329462,0,0,0.083861254,0.579630603,0.33650773,4.13E-07,0,1
0.193245914,0.599504735,0.20592648,0,0,1.08E-01,0.560393039,0.331516442,0,0,0.156270006,0.554430396,0.287235394,0,0,0.209472347,0.626722247,0.160706602,0,0,0,0.034295045,0.305316935,0.492592208,0.167795811,0,0.003914393,0.133507674,0.55078752,0.311790412,0,0.033490154,0.369626298,0.518683763,0.078199785,0.420358644,0.462621517,0.065338834,0,0,0.142383363,0.584839845,0.269346677,0,0.00E+00,0,0.034638072,0.354215066,0.497747182,0.11339968,0,0.053627731,0.41392353,0.450275597,0.082173142,0.543507815,0.135525568,0.003555156,0,0,0.135423776,0.666911406,0.197636627,0,0.00E+00,0.026622351,0.526667514,0.444899266,0.00181087,0,0,0.078141014,0.556940987,0.349767962,0.015150037,1.43E-01,0.575611564,0.278328535,0,0,0.437722935,0.436384782,0.073031346,0,0,1.86E-05,0.346295038,0.602586873,0.051099522,0,0.048573737,0.559027057,0.392389665,9.54E-06,0,0,0.067325949,0.48831107,0.413143994,0.031218987,-1
0.034304867,0.523095001,0.438207609,0.004392523,0,0.006914395,0.348969512,0.620317231,0.023798862,0,0.00146112,0.234916942,0.689849206,0.073772732,0,0.429647245,0.453002256,0.059393954,0,0,0,0.294215763,0.59506469,0.110168407,0.00055114,0,0.00061626,0.043068048,0.39238776,0.563927933,0,0.046034233,0.428076613,0.477820021,0.048069133,4.98E-06,0.337922918,0.594185581,0.067886518,0,0.100550488,0.578785958,0.319634831,0,0,2.37E-05,0.276914933,0.643407731,0.079653628,0,0,0.103996132,0.536814151,0.333485344,0.025704373,0,0.498422801,0.457534974,0.044042218,7.27E-09,0.292795956,0.590882289,0.107133406,0,0.00E+00,0.049939848,0.571457278,0.378512977,8.99E-05,0,0,0.132278754,0.649703303,0.216922053,0.001095889,0.031247288,0.497264207,0.471470057,1.84E-05,0,0,4.13E-07,0.000292862,0.03792684,0.961779885,0,0.188964047,0.615548821,0.191004093,0.004483039,0,0.216265384,0.662110347,0.121535898,8.84E-05,0.010373545,0.419054839,0.552344534,0.018227082,0,1
0.447008144,0.42709463,0.065467597,0,0,0.041595061,0.49426313,0.463725929,0.00041588,0,0.130399819,0.550445552,0.318242201,0,0,0,0.063980689,0.419197876,0.43702325,0.079798185,0.097044367,0.664680104,0.238275242,0,0,0.0007846,0.201701822,0.696097581,0.101415997,0.00E+00,0,0.107609903,0.588611117,0.300026748,0.003752232,0.001633877,0.425467442,0.541812113,0.031086569,0,0.021193122,0.486136134,0.492321108,0.000349636,0,0.104189306,0.604173123,0.29151276,0,0,9.01E-05,0.335176607,0.609844662,0.054888639,0,0,0.327471119,0.534446988,0.135764117,0.002317776,0,0.005253649,0.10639545,0.449130405,0.439220496,0,0.022895027,0.286171352,0.519735563,0.171198058,0.051948248,0.52447458,0.42357551,1.66E-06,0,0,0.120767877,0.640860462,0.233426824,0.004944838,0.515408938,0.320378906,0.036704648,0,0,0,0.196396256,0.618932018,0.181013734,3.66E-03,0,0.052833219,0.442129634,0.43972735,0.065309797,0.00E+00,0.039383261,0.386904475,0.495851239,0.077861025,-1
0,0,0,0,1,0,0.02132499,0.316138258,0.544417408,0.118119344,0,0.030532076,0.400247364,0.514394105,0.054826455,0,0.122447758,0.533472031,0.318936134,0.025144077,0.037201665,0.627705824,0.334088829,1.00E-03,0,0,0.005070075,0.155332986,0.566111699,0.27348524,0.104128641,0.57612045,0.319745829,0,0,0,0.217656592,0.610025335,0.170407514,0.001910559,0,0,0,0,1.00E+00,0,0.033330142,0.347644338,0.500939489,0.118086031,2.11E-04,0.3481538,0.602993684,0.048641851,0,0.057755731,0.716055897,0.224453368,0.001735004,0,0.468172463,0.417218022,0.043621175,0,0,0.510889044,0.258220274,0.023153908,0,0,0.001381555,0.288041456,0.662750541,0.047826448,0,0.004415457,0.366161913,0.617034223,0.012388407,0,0,0.134425894,0.604863245,0.259291274,0.001419587,0.169237901,0.626419473,0.201716204,0.00E+00,0,2.42E-01,0.572904644,0.173463163,0,0,4.37E-02,0.533298353,0.421768554,0.001223316,0,1
0.004649679,0.3801069,0.577243681,0.03799974,0,0,0.145323333,0.664247832,0.190388385,4.04E-05,0,0.019495327,0.320833695,0.558461987,0.101208991,4.52E-01,0.424273472,0.051059128,0,0,0,0.218901679,0.591722658,0.184620897,0.004754766,0.01083026,0.340449672,0.628679695,0.020040374,0,0.400267188,0.464411585,0.092108385,0,0,0,0.300500229,0.607661632,0.09182313,1.50E-05,1.37E-02,0.455677104,0.528966262,0.001691409,0,0,0.020473001,0.27137018,0.52588607,0.18227075,0.038023918,0.576192777,0.385230548,0.000552756,0,0,0.338772567,0.532069443,0.127321024,0.001836966,0.528233723,0.295761851,0.021593391,0,0,0.003996233,0.405919114,0.568895906,0.021188747,0.00E+00,0.000300004,0.244002357,0.680229885,0.075467754,0,0.311761725,0.514945963,0.138813708,0,0,0,0.067191274,0.483896565,0.423088649,0.025823512,0,0.251342582,0.629523191,0.118591232,0.000542995,0.39469435,0.460702901,0.085044983,0,0,0.021757548,0.475578826,0.495579964,0.007083661,0,1
0.00E+00,0.166435511,0.620465773,0.212316991,0.000781725,2.84E-05,0.187700548,0.682596945,0.129674136,0,0.000229997,1.82E-01,0.694860696,0.122667003,0,0,0.23382232,0.606548108,0.157776755,0.001852817,0.510010622,0.165808186,0.007863423,0,0,0,0.047902963,0.495065043,0.439822989,0.017209005,0,0.000489331,0.03151946,0.331775795,0.636215414,0.522311509,0.196491397,0.01174067,0,0,0,0.235939373,0.685023939,0.079036688,4.36E-10,0,0.160546647,0.625918305,0.210807715,0.002727333,0.366030962,0.503932762,0.091911299,0,0,0.401928228,0.048317909,0.000657826,0,0,0,0.347371321,0.572937744,0.079663703,2.72E-05,0.493302112,0.157535498,0.009428622,0,0,0.201872966,0.568103248,0.223582669,0,0,2.82E-11,0.211746104,0.694810766,0.09344313,0,2.58E-01,0.568738194,0.168005367,0,0,0,0,0,0,0,0,0.001281374,0.055251208,0.377636319,0.565831098,0,0,0,0,1,1
0.003771333,0.368986187,0.584925944,0.042316536,0,0.170911431,0.568835336,0.257485278,0,0,0.254071403,0.53739225,0.196121314,0,0,0.305627199,0.569286094,0.109969303,0,0,0.521813862,0.278314326,0.020090039,0,0,0.006419325,0.301956566,0.657280772,0.034343338,0,2.27E-07,0.183694517,0.65374887,0.162556387,0,0,0,0,0,0,7.55E-02,0.567109955,0.357059312,0,0,0.04655731,0.562486664,0.390730179,0.000225846,0,0,0,0,0,0,0.084840672,0.001420204,2.88E-06,0,0,0,0.325353499,0.580503221,0.094010421,0.000132859,0.029255905,0.533604262,0.435759858,0.001379975,0,0,0,0,0,0,6.35E-05,0.246456792,0.689470654,0.064009072,0,0.297735518,0.548453796,0.143518116,0,0,0.396614112,0.473390699,0.074680228,0,0,0.000437617,0.315845944,0.636974408,0.046742032,0,0.121716165,0.594149326,0.284015097,0,0,-1
0.001996797,0.33957625,0.603157633,0.05526932,0,0.028394975,0.460607243,0.508740286,0.002257496,0,0.008469387,0.331938218,0.6363669,0.023225495,0,0.100993575,0.650806933,0.248197483,0,0,1.96E-05,0.401553151,0.552341198,0.046086067,0,0.000488695,0.188128974,0.696121964,0.115260366,0,0.001832952,0.294172737,0.638220088,0.065774223,0,0,0.103844223,0.513503194,0.351228125,0.031424458,0.013478521,0.454749027,0.530020085,0.001752367,0,0.000275148,0.309869097,0.630653766,0.059201989,0,0,0.274944367,0.631581215,0.09345816,1.63E-05,0,0.168408797,0.503256972,0.300004222,0.02833001,0.283815172,0.597149604,0.111040903,0,0,0.001018287,0.350956752,0.608374268,0.039650693,0,0,0.006042237,0.155144278,0.525230202,0.313583283,0,0.161352106,0.679998275,0.158008,0.000641619,0.001489089,0.298812617,0.625487275,0.074211019,0,0.001234716,0.416319511,0.557743348,0.024702425,0,0,0.242976133,0.662014321,0.095009242,3.04E-07,5.36E-08,0.212522829,0.65268209,0.134795028,0,1
0.046025529,0.547108285,0.404804323,0.002061863,0,0.022458655,0.440037696,0.533211608,0.004292042,0,0.007669794,0.324808112,0.641811004,0.025711091,0,0.522608367,0.204028799,0.012101801,0,0,0,0.137668944,0.53902527,0.299590844,0.023714942,0.067208443,0.50581567,0.426975794,0,0,0.303993214,0.536543762,0.144665536,0,0,0,0.317003916,0.602527859,8.05E-02,3.62E-07,0.012460228,0.449489949,0.535927233,0.00212259,0,0.174697692,0.603240578,0.219567351,0,0,0.022306057,0.539912311,0.435149739,0.002631893,0,6.58E-07,0.507178253,0.451625053,0.041196036,0,0.49366235,0.125275105,0.00465754,0,0,0,0.089646189,0.529598624,0.354016078,0.026739108,0,0.095173403,0.594978687,0.302282087,0.007565822,0.341538014,0.492737953,0.120179815,0,0,0,0,0,0,1,0.221847769,0.60620723,0.164589048,0,0,0.228295479,0.578945594,0.183093008,0,0,0.273740017,0.558823301,0.156776921,0,0,1
0.532997986,0.22594596,0.017760269,0,0,0,0.010570475,0.217159895,0.55960393,0.212665699,0,0.017487972,0.303346851,0.565069188,0.114095989,0,0.104923782,0.507500613,0.352145209,0.035430396,0,0,0,0,0,0.008369359,0.320712036,0.644156312,0.026762292,0,0.001270496,0.279861076,0.644323636,0.074544791,0,0.082541084,0.636442939,0.281008568,7.41E-06,0.00E+00,0.000310719,0.296657947,0.663474304,0.03955703,0,0.004548742,0.405471639,0.568625513,0.021354106,0,1.47E-01,0.624278319,0.227744867,0,0,0.002193723,0.590022581,0.387412821,0.020370875,0,0.000103866,0.418159486,0.536546994,0.045189654,0,0,0,0,0,0,0.157937624,0.57423367,0.265176034,0,0,0.011217641,0.422801691,0.562594107,0.00338656,0,0,0,0,0,0,0.494567558,0.164868861,0.009201582,0,0,0.101229889,0.595440281,0.30299945,0,0,0.00E+00,0.058293173,0.46047061,0.439454865,0.041781352,1
0.120386457,0.60425369,0.27535272,0,0,0,0.131638722,0.652195147,0.215883274,0.000282858,0,8.03E-02,0.593294533,0.323452138,0.002998741,0.000198972,0.394741334,0.561068069,0.043991625,0,0.014726999,0.574294794,0.405635117,0.005343091,0,0,0.104553977,0.644045941,0.25134633,5.38E-05,0.001536322,2.87E-01,0.641379689,0.070040976,0,0.062698293,0.624635248,0.312500951,0.000165508,0,0.001423392,0.338952917,0.636994754,0.022628937,0,0,0.00027901,0.020447088,0.258577974,0.720695928,0,0.0552483,0.419390824,0.446342993,0.079017883,0.12915434,0.717662342,0.153063698,0.000119621,0,0.064611488,0.657048562,0.278027267,0.000312683,0,0.145257421,0.609439834,0.244115015,0,0,0.032740394,0.48749138,0.479191572,0.000576654,0,0.121537201,0.573424403,0.303088699,0,0,0.032194355,0.496430489,0.464872262,0.006502894,0,0,0.319440946,0.61491268,0.065646236,1.38E-07,0,0.135677783,0.61726864,0.241018566,0.006035012,3.67E-07,0.215400162,0.652892197,0.131707275,0,1
0,0.073622004,0.488681645,0.408407077,0.029289274,0.004477343,0.322097208,0.639812709,0.03361274,0,0.039688378,0.465921823,0.493846006,0.000543793,0.00E+00,0.058116636,0.632361627,0.309321783,0.000199954,0,0.50070775,0.344065202,0.030430986,0,0,0,0.099266763,0.635810283,0.264763371,0.000159583,0,0.101204685,0.57805583,0.315607056,0.005132428,0.525271097,0.212254464,0.0134913,0,0,0,0.21935451,0.686161515,0.094468828,1.51E-05,0.296155349,0.54971859,0.135835818,0,0,0.495206887,0.327618273,0.034175811,0,0,0,0,0,0,0,0,0.259926316,0.589941288,0.148427896,0.0017045,0.009254797,0.453241774,0.526857541,0.010645888,0,0.348520257,0.49269745,0.119956603,0,0,4.92E-06,0.226027622,0.693846664,8.01E-02,0,0.112542739,0.589500641,0.297956614,0,0,0.499274351,0.30606841,0.028806137,0,0,0.028151957,0.52036246,0.450697214,0.000788369,0,0.071191627,0.569769787,0.358997427,4.12E-05,0,1
0,0.016815726,0.242322621,0.548610716,0.192250937,0,0.111115328,0.626910711,0.260373643,0.001600318,0,0.038929503,0.447465748,0.478452031,0.035152718,0.000917891,0.427997716,0.5388452,0.032239192,0,0.101254113,0.665007122,0.233736597,0,0,0,0.010625815,0.236063912,0.586076544,0.167233728,0,0,0,0,1,0.240954841,0.605964762,0.147563476,0,0,0,0.04818667,0.447256187,0.434853686,0.069703458,0,0.158679435,0.624517385,0.213875038,0.002928142,0.514007359,0.250412362,0.020236465,0,0,0.568888076,0.180286004,0.005802741,0,0,0,0.201326164,0.577413852,0.214255444,0.00700454,0.42336365,0.437586288,0.070183048,0.00E+00,0,0.027619467,0.473318008,0.497841264,1.22E-03,0,1.07E-09,0.212347638,0.694809919,0.092842442,0,0.254007663,0.018908665,0.000307877,0,0,0.489223981,0.154441662,0.008210874,0,0,0,0,0,0,1,0,0.006309028,0.145357439,0.52152487,0.326808662,1
0,0.1174275,0.572596002,0.302924363,0.007052135,1.01E-03,0.255277116,0.674493185,0.069215079,0,0.006122116,0.309395842,0.652829244,0.031652798,0,3.45E-06,0.358637227,0.58123863,0.06012069,0,0.11369493,0.66501483,0.221260953,0,0,3.75E-05,0.145329635,0.683642814,0.170990087,0,1.86E-01,0.582610376,0.229738549,0,0,0.326287974,0.550400282,0.104416158,0,0,0.038984143,0.528508398,0.432507284,0,0,0.157858029,0.606168341,0.234388727,0,0,0.058511277,0.602567414,0.338897044,2.43E-05,0,0.269465439,0.644356368,0.085625696,0,0,0.41963574,0.477961697,0.059613682,0,0,0.477828216,0.357920409,0.044557264,0,0,0.098005568,0.563329357,0.338384163,0,0,0.11036005,0.570893607,0.317363923,0,0,0,0.092641836,0.544030895,0.353253383,0.010073885,0.296474755,0.561788159,0.121704938,0,0,0.040921143,0.547383913,0.411603895,9.10E-05,0,0.021247165,0.473649257,0.497732633,0.007370944,0.00E+00,1
0,0.007049957,0.14897414,0.5246315,0.319344403,2.10E-01,0.562428277,0.221130815,0,0,0.210471535,0.550219297,0.23284227,0,0,6.20E-05,0.378867862,0.570478176,0.050591991,0,0,0.059956926,0.396759515,0.44608861,9.72E-02,0.00404574,0.272987202,0.674318431,0.048648626,0,0,0.00632015,0.150902453,0.539728533,0.303048864,0,0.085545313,0.478971933,0.389449269,0.046033485,0,9.93E-05,0.011487646,0.196658003,0.791755056,0.186542355,0.600400397,0.209771222,0,0,0,0,0,0,1,0,0.05366377,0.330246131,0.471229093,0.144861005,0.028463654,0.61395864,0.354468317,0.003109389,0,0.189791697,0.601078078,0.205333461,0,0,0,0,0,0,1.00E+00,0.131520567,0.574847929,0.291080388,0,0,0.010108046,0.402137034,0.55983338,0.02792154,0,0.00E+00,0.264718875,0.628792253,0.106206945,0.000281927,0.004741821,0.40347174,0.575748102,0.016038337,0,0,0.171656837,0.640603555,0.187477098,0.00026251,1
0,0.063408743,0.460446843,0.43619793,0.039946484,0.000168575,0.210627175,0.683803999,0.105400251,0,0,0.076705033,0.584581374,0.334842783,0.003870809,0.001086361,0.432835036,0.535343157,0.030735445,0,0.173318268,0.651485714,0.174025791,0,0,1.22E-05,0.13624479,0.677808437,0.185934535,0,0,0.010166822,0.197884986,0.558976214,0.232971977,0.239754736,0.606598071,0.148248576,0,0,0,0.193628147,0.682653718,0.123450232,0.000267903,0.027718947,0.524432952,0.445912721,0.00193538,0,0.298334353,0.557869057,0.125332374,0,0,0.373228227,0.562077469,0.056713556,0.00E+00,0,0.000136358,0.42179539,0.534247398,0.043820854,0,0.496043056,0.317830331,0.034812499,0,0,0.138549603,0.573650456,0.286230761,0,0,0.046502859,0.525311158,0.428180045,0,0,0.158666381,0.59516463,0.24591085,0,0,0.510220304,0.233292069,0.017161682,0,0,0,0.11164574,0.585427398,0.290191452,0.01273541,0,0.015939337,0.24470447,0.548090497,0.191265696,1
0.281664505,0.563205974,0.146470979,0,0,4.83E-05,0.193072483,0.683323063,0.123556136,0,0.000194289,0.179031644,0.694387693,0.126386374,0,0.037577837,0.608078784,0.353172783,0.001170597,0,0,0.369936153,0.569564747,0.060498331,7.70E-07,0.001982923,0.236592522,0.68946926,0.071955294,0,0.290494432,0.544173612,0.152944756,0,0,0,0.25669236,0.614268198,0.128624733,0.000414709,0.018412973,0.476232233,0.504700006,6.55E-04,0,0,0.201769849,0.646296978,0.15156584,0.000367333,0,0.041161224,0.366678149,0.479854069,0.112306557,0,0.346622754,0.530150225,0.12167641,0.001550611,0.243089145,0.622973819,0.13009831,0,0,0.039641526,0.555624523,0.404312204,0.000421747,0,0,0.169676589,0.677272206,0.153034652,1.66E-05,0,0.135292837,0.658307801,0.20375085,0.002648512,0.005899815,0.366363198,0.587007615,4.07E-02,0,1.93E-06,0.334616262,0.608337735,0.057044073,0,0.060226705,0.572330145,0.367442757,0,0,0.002830046,0.34302016,0.610379987,0.043769807,0.00E+00,1
0.501856386,0.137832656,0.007364466,0,0,0.008269818,0.361128262,0.61055684,0.020045081,0,0.00072742,0.210617837,0.694872321,0.093782422,0,0.144082521,0.648582502,0.20698292,0.00E+00,0,0.006889488,0.533982222,0.448334874,0.010793416,0,0.139266281,0.548338173,0.311267782,0,0,0.413240125,0.451898248,0.085651527,0,0,0.000486762,0.390882719,0.56547809,0.043152429,0,0.45952577,0.353515363,0.050059086,0,0,4.20E-07,0.258477111,0.647966788,0.093555682,0,0.008168577,0.475622243,0.505566392,0.010642788,0,0.001330149,0.576553351,0.398966041,0.023150458,0,0.448797432,0.443309782,0.049966697,0,0,0,0.021800052,0.27895944,0.521290264,0.177950245,0.010838289,0.399376853,0.579774584,0.010010274,0,0,0.106538409,0.61929026,0.265641531,0.0085298,0.000127024,0.236632634,0.643087591,0.120152752,0,0,0.177605538,0.609326314,0.207042732,0.006025416,0.478341157,0.342313329,0.042905127,0,0,0.469144792,0.112050501,0.00548646,0,0,-1
0,0.130902572,0.589602934,0.275245816,0.004248679,0.425170793,0.086068096,0.003997795,0,0,0.50786559,0.215542558,0.021095409,0,0,0.155327024,0.646108911,0.197964789,0,0,0.03912499,0.630466035,0.329541834,0.000867142,0,0.245345315,0.538188052,0.205909999,0.00E+00,0,0.29926465,0.539281782,0.14753391,0,0,0.038296925,0.595827305,0.364515406,0.001360364,0,0,0.203005388,0.684727087,0.112145498,0.000122027,0.444918189,0.411361611,0.061201459,0,0,0.100100384,0.623570072,0.276252437,0,0.00E+00,0.161111734,0.706558507,0.132311712,1.80E-05,0,0.028125397,0.613254104,0.355447522,0.003172977,0,0.007428499,0.439782666,0.539577376,1.32E-02,0,0.005325327,0.352585536,0.620573805,0.021515332,0,0.002362834,0.335941344,0.641281281,0.020414541,0,0.076080413,0.567782956,0.355853195,0.000283436,0,0,0.276260826,0.627262818,0.096334257,0.000142099,0.061070273,0.573126735,0.365802309,0,0,0.156152529,0.59584202,0.247221352,0,0,1
9.31E-05,0.262245087,0.634590669,0.103071131,0,0.50723849,0.201739605,0.017512742,0,0,0.5075742,0.250592304,0.028099787,0,0,0.043117367,0.616233238,0.33988773,0.000761665,0,0.522615834,0.273846824,0.019482422,0,0,0.018933284,0.388106143,0.584559591,0.008400982,0,0.057587098,0.536818419,0.40505664,0.000537843,0,0.200257454,0.62495074,0.172449883,0,0,0.372431063,0.064390576,0.002371356,0,0,0.329067392,0.526840337,0.117643826,0,0,0.363780829,0.052616447,0.001413853,0,0,0.555698152,0.152848223,0.004362956,0,0,4.00E-06,0.393154845,0.551306491,0.055534663,0,0,0.069872149,0.482020709,0.403403877,0.044703265,0.127473206,0.572200628,0.299232791,0,0,0,0.186082378,0.691169946,0.122674812,7.29E-05,0.000118741,0.235593795,0.643197496,0.121089969,0,0.013979188,0.528561433,0.453424433,0.004034946,0,0.104404804,0.596286153,0.298914683,0,0,0.225044917,0.580459127,0.189672896,0,0,-1
0,0.056530894,0.438835442,0.455382251,0.049251413,0,0.07373857,0.551209612,0.362920168,0.01213165,5.97E-05,0.161458656,0.689774748,0.148706918,0,0.023729125,0.579409295,0.393619956,0.003241623,0,0.403726078,0.486315522,0.065218603,0,0,5.78E-07,0.123976554,0.667530438,0.208492431,0,0.001178781,0.27716204,0.645366217,0.076292962,0,0.022724443,0.561439895,0.411679231,0.004156431,0,0,0.049629899,0.453114249,0.430466585,6.68E-02,0,0.208535641,0.647934375,0.143299022,0.000230963,0.499031766,0.31764228,0.03210529,0,0,0.398592032,0.53865579,0.050770183,0,0,0,0.312784391,0.583905822,0.103054854,0.000254934,1.25E-05,0.280134511,0.642204011,0.077648938,0,0.323518715,0.511039677,0.135110939,0,0,0.00E+00,0.094506141,0.596995357,0.295441038,0.013057463,0.461185316,0.408925118,0.06246407,0,0,0.064669764,0.619939428,0.315390808,2.17E-10,0,0.036743923,0.539763632,0.423284536,0.000207909,0,0.089496203,0.583024051,0.327479718,0.00E+00,0,-1
0.142997123,0.606277162,0.250603986,0,0,0.081796569,0.546022339,0.372158889,0,0,0.020413969,0.404133849,0.569400206,0.006051976,0,5.24E-01,0.264851955,0.019556558,0,0,0,0.195830888,0.583064721,0.213286591,0.007817799,0.226357904,0.543797201,0.221882677,0,0,0.151732033,0.585416796,0.262340576,0,0,0,0.166952528,0.586078407,0.239183745,0.00778532,0.051504827,5.46E-01,0.402340579,0,0,0.212347324,0.592228427,0.189935505,0,0,0.005253695,0.451483707,0.527984779,0.015277819,0,0,0.197629227,0.520559872,0.262826667,0.018984234,0.306215431,0.58113324,0.101465312,0,0,0.009153567,0.452550638,0.527525988,0.010769807,0,0,0.114281641,0.627261937,0.255358764,0.003097658,0.275945025,0.537162117,0.162860495,0,0,0,0.000315671,0.022817578,0.290690286,0.686176464,0,0.058423898,0.422524606,0.43656601,0.082485486,0.007264785,0.427489307,0.554295426,0.010950483,0,0.365324484,0.497567344,0.105180061,0,0,1
0.421865927,0.454957663,0.076467091,0,0,0.385093688,0.462735528,0.102333923,0,0,0.408258195,0.434399128,0.093857283,0,0,0.470675937,0.397195811,0.044125299,0,0,0,0.080442748,0.44849938,0.405034879,6.60E-02,0.000106694,0.157990098,0.689666271,0.152236936,0,0,0.041780281,0.409837233,0.491830864,0.056551623,0,0.139324865,0.561532871,0.284415413,0.014726851,0.266793638,0.547484209,0.163558415,0,0,0.067948217,0.586437875,0.345613567,3.41E-07,0,0,0.000835389,0.038836335,0.326861171,0.633467105,0,0.175224093,0.50792073,0.291027509,0.025827668,8.29E-05,0.415390058,0.538273176,0.0462539,0,0.001971047,0.374410468,0.592783788,0.030834697,0,0.00E+00,7.05E-05,0.009575895,0.193017231,0.797336388,0.029651432,0.493397843,0.476911997,3.87E-05,0,0.00E+00,0.025417248,0.310406415,0.546133582,0.118042755,0,0.100316598,0.522449946,0.34328438,0.033949075,0,0.003639162,0.104614886,0.461104119,0.430641833,0,0.008225571,0.1693796,0.534849148,0.287545681,1
0,0.216228177,0.63785455,0.145916454,8.19E-07,0,4.09E-07,0.000328898,0.04002704,0.959643653,0,4.44E-05,0.007794421,0.188458846,0.803702337,0,0.189545987,0.592330336,0.212084583,0.006039095,0.047959172,0.641090824,0.310523281,0.000426724,0,0.284438116,0.522395416,0.175665367,0,0,0.515881565,0.29381432,0.032766836,0,0,0.123137197,0.643166246,0.233630463,0,0.00E+00,0.000307485,0.296438509,0.663590662,0.039663343,0,0,0.034901278,0.35551609,0.497096733,0.112485899,0.184775507,0.615573379,0.196589511,0,0,3.39E-01,0.591164601,0.065211022,0,0,0.454898633,0.435406156,0.047968624,0,0,0.158284047,0.607996327,0.231947575,0,0,0.19150258,0.57036923,0.232762384,0,0,0.001138055,0.307722122,0.660651243,0.03048858,0,0.533868301,0.254475483,0.023282579,0,0,0.019088332,0.548024229,0.43052662,0.00236082,0,0.356305569,0.49726303,0.104809923,0,0,0.522062409,0.251723926,0.023149182,0,0,-1
0.295483184,0.555314117,0.138569471,0,0,0.062071147,0.527146162,0.410782333,3.58E-07,0.00E+00,0.021000204,0.406691492,0.566631428,0.005676876,0,0,0.094994878,0.490098613,0.371909831,0.042996678,0.081855105,0.661787636,0.256353457,3.80E-06,0,0.059555082,0.495680663,0.444760036,4.22E-06,0,0.525667596,0.228180759,0.020109572,0,0,0,0.102164692,0.51065445,0.35463498,3.25E-02,0,0.146141121,0.655471275,0.195131392,0.003256212,0.001451675,0.35536608,0.605258131,0.037924113,0,0,0.00229542,0.072782092,0.408542412,0.516380076,0,0.278186531,0.538962933,0.177186565,0.005663971,1.28E-05,0.399109582,0.547964113,0.052913541,0,0,0.050913952,0.421668792,0.453592477,0.07382478,0.133212728,0.573062182,0.292397617,0,0,0,0.05362777,0.482294221,0.414624791,0.049453218,0.04658246,0.528760215,0.421977342,0.002679982,0,0,0.01668378,0.226850962,0.508629808,0.247835449,0.026653633,0.516334636,0.456046494,0.000965237,0,0.516647337,0.28287098,0.029012193,0,0,-1
