Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar.radiation,Next_Tmax
32,26.4,52.15387,91.51093,33.18811,26.00065,6.586998,62.351065,0.589845697,0.455541093,0.065520363,0.115704005,0.303469577,0,0,0,37.5372,127.085,28.7,0.6233,5352.711,33.3
31.6,25,56.19442,90.37354,31.88887,25.64532,7.558575,28.94194,0.525857583,0.479677524,0.076696024,0.096674492,0.042004365,0,0,0,37.5507,126.988,132.118,0.5931,5403.18,31.8
32.8,27.1,51.02553,90.33949,33.32211,25.81979,6.548569,36.625841,0.564518262,0.488734488,0.076867927,0.028302883,0.089413479,0,0,0,37.5776,127.083,59.8324,2.6865,5336.178,31.8
31.9,26.3,55.52946,90.41164,32.36771,26.2747,6.636976,24.247013,0.497263331,0.502337553,0.103835365,0.131295684,0.116649653,0.000303309,0,0,37.4967,126.927,30.968,0.618,5339.776,32.2
32,25.9,58.33114,88.5907,32.04855,26.11011,7.19606,32.561224,0.496577211,0.453856387,0.082348537,0.120576927,0.03120004,0,0,0,37.5507,126.937,30.0464,0.8552,5355.958,31.9
30.6,25.5,60.696,93.57488,31.42336,25.1792,6.292194,91.95886,0.502194207,0.496400636,0.081857362,0.076655253,0.292703287,0.00858643,0,0,37.4697,126.995,82.2912,2.2579,5323.573,32.2
31.7,24.9,60.43104,95.4788,32.14048,24.92589,6.309526,116.155816,0.503065338,0.407027115,0.110024791,0.003746232,0.060321296,0,0,0,37.6181,127.099,53.4712,0.697,5354.6,32
32.8,27.1,58.53999,93.80952,31.92216,25.58848,6.315788,95.857518,0.518201492,0.531512337,0.073779141,0.0899276,0.275951119,0.006261868,0,0,37.4832,127.024,56.4448,1.2313,5339.032,33.3
31.9,26,59.74467,88.69578,31.66513,25.5183,7.285725,45.637048,0.519193781,0.403703624,0.102708547,0.154826476,0.060346201,0,0,0,37.5776,126.938,75.0924,1.7678,5382.394,31.3
32.1,26.3,69.21683,99.07681,30.69588,23.95249,8.093751,74.833614,0.511703044,0.44521966,0.055741117,0.051812805,0.028816211,0.145641603,0.002948429,0,37.6181,127.004,146.554,4.7296,5430.992,31.4
31.8,26.4,52.17858,90.92282,33.28558,26.08701,6.94331,22.21408,0.550914445,0.525667491,0.06176728,0.095527155,0.099017585,0,0,0,37.5507,127.04,26.298,0.5721,5345.292,31.7
33.1,26.9,56.30647,92.22491,32.6752,25.94381,6.541463,89.432044,0.518785079,0.483850414,0.059066902,0.089219777,0.255786127,0,0,0,37.5102,127.086,21.9668,0.1332,5335.196,33.5
32.6,26.8,65.44898,92.25993,30.97939,25.67746,6.551055,78.726072,0.471711633,0.436111406,0.065975346,0.137985139,0.022571631,0,0,0,37.5372,126.891,15.5876,0.1554,5335.052,33.3
32.9,27,60.40006,90.82627,31.75862,26.16607,6.576561,45.524746,0.473484279,0.479100503,0.086034985,0.131256482,0.04084881,0,0,0,37.5237,126.909,17.2956,0.2223,5332.209,33
32.3,27,54.32907,89.34576,32.82991,26.50163,6.977993,26.197669,0.525788374,0.478305192,0.087341907,0.120270053,0.085213919,0,0,0,37.5237,126.97,19.5844,0.2713,5340.795,32.7
28.1,23.3,73.93599,95.3308,29.33454,25.17157,8.744258,48.353631,0.18225871,0.262002442,0.255488049,0.235031638,0,0,0.015743618,0,37.6046,126.991,212.335,2.785,5467.114,27.7
31.4,24.6,70.49329,88.46473,30.81625,26.90196,7.063833,53.254155,0.167470137,0.187886994,0.257764555,0.17344501,0,0,0.761061669,0,37.6046,127.032,44.7624,0.5141,5328.68,29.7
31,25.7,63.46145,84.38647,31.55808,27.44788,7.614277,15.410631,0.229858928,0.248974836,0.210263778,0.196662663,0,0,0.04065083,0,37.5776,127.058,33.3068,0.2661,5323.231,30.6
32.1,25.7,74.59499,95.56842,30.85984,25.33233,6.099029,80.249818,0.1136321,0.131550481,0.174857296,0.125214543,0,0,0.284420351,0,37.645,127.022,45.716,2.5348,5314.91,30.7
31.8,25,71.38699,95.00748,30.81036,26.14585,7.57326,87.61734,0.175204559,0.244177285,0.250947735,0.155233221,0,0,0.461680381,0,37.5507,127.135,35.038,0.5055,5314.767,29.9
32.2,26.5,65.89333,88.30612,30.86677,26.70738,7.500865,48.387072,0.200262816,0.279270539,0.201588187,0.148847151,0,0,0.102092922,0,37.5102,127.042,54.6384,0.1457,5328.802,31.1
31.8,26.8,72.96286,90.40497,30.67263,26.56402,7.202842,41.925722,0.199780708,0.238222969,0.301652003,0.156730506,0,0,0.119272058,0,37.4697,126.91,52.518,1.5629,5313.912,30.9
32.2,25.7,73.90568,93.49152,30.19821,25.91345,6.91256,70.000499,0.194893509,0.25639803,0.276561044,0.141500899,0,0,0.13402876,0,37.4967,126.826,50.9312,0.4125,5336.263,31.2
30.8,25.5,74.7141,91.40141,29.30108,25.58966,7.605412,51.742095,0.144821273,0.225935594,0.209601556,0.150945346,0,0,0.131335085,0,37.4562,126.955,208.507,5.1782,5297.418,29.4
32.5,25.9,65.36289,88.95835,31.46881,26.83127,7.685862,50.26276,0.184049879,0.253936829,0.23219837,0.148115224,0,0,0.066596321,0,37.5372,127.085,28.7,0.6233,5327.158,30.3
31.1,24.6,65.50108,87.81413,30.40978,26.46734,7.755535,31.656487,0.210272306,0.241316565,0.240614364,0.195019492,0,0,0.139935881,0,37.5507,126.988,132.118,0.5931,5377.179,29.9
31.5,26.3,63.10882,86.57404,31.73411,27.00977,7.649419,28.810424,0.228334207,0.231374046,0.207708782,0.191983664,0,0,0.033994012,0,37.5776,127.083,59.8324,2.6865,5310.042,30.7
31.9,26.3,66.93027,87.98403,31.1141,26.98903,7.437349,21.797661,0.176782181,0.262455612,0.289654117,0.160945922,0,0,0.102508422,0,37.4967,126.927,30.968,0.618,5313.929,30.8
31.6,25.9,67.07773,87.70268,31.28799,27.01443,7.29322,34.74172,0.197143845,0.258589581,0.245387928,0.190219538,0,0,0.175117095,0,37.5507,126.937,30.0464,0.8552,5330.428,30.5
30.9,24.4,73.91051,89.0265,30.36184,26.41267,6.517888,75.450222,0.146983707,0.244754635,0.218696657,0.125444449,0,0,0.101175676,0,37.4697,126.995,82.2912,2.2579,5296.883,30.2
31.4,24.3,67.45022,91.90458,31.12732,26.26138,6.687143,93.381845,0.250267936,0.243043788,0.235028935,0.182081092,0,0.000400543,0.0327469,0,37.6181,127.099,53.4712,0.697,5328.764,30.1
32.4,26.1,71.75198,90.74194,30.64027,26.36567,6.563182,79.035273,0.173305015,0.261749596,0.199190104,0.116955043,0,0,0.072583474,0,37.4832,127.024,56.4448,1.2313,5312.852,32.6
31.2,25.4,68.95305,88.85648,30.82678,26.63451,7.125348,34.371339,0.198142477,0.257638474,0.248930698,0.216209761,0,0,0.052412152,0,37.5776,126.938,75.0924,1.7678,5356.833,30
30.8,25.1,79.23846,96.67106,29.39167,25.20332,9.448595,53.696065,0.137021212,0.233566809,0.228983255,0.186366796,0,0,0.081919665,0,37.6181,127.004,146.554,4.7296,5405.867,30.6
31.3,25.8,63.93933,85.35803,31.36782,27.31192,7.546474,21.006685,0.209686302,0.253640346,0.198249833,0.16797051,0,0,0.09646702,0,37.5507,127.04,26.298,0.5721,5319.624,29.6
32.5,26.1,66.1534,90.93634,31.29161,26.75536,7.10553,71.197967,0.188759329,0.275428366,0.255791872,0.105995719,0,0,0.091912054,0,37.5102,127.086,21.9668,0.1332,5309.372,31
32.4,27,70.35686,90.85026,30.64757,26.72981,6.909356,70.821935,0.173493574,0.250721109,0.232507106,0.163129836,0,0,0.245507598,0,37.5372,126.891,15.5876,0.1554,5309.287,31.5
31.8,27.1,67.481,88.99064,31.02781,26.94433,7.123845,44.529423,0.174482107,0.259896546,0.264589198,0.156808754,0,0,0.178007268,0,37.5237,126.909,17.2956,0.2223,5306.366,31.4
32.4,26.7,64.28442,86.09988,31.39214,27.29517,7.272809,28.463076,0.191738872,0.257917625,0.276534831,0.177508192,0,0,0.160377959,0,37.5237,126.97,19.5844,0.2713,5315.116,30.9
26.5,23.4,89.75397,98.25127,27.92635,24.80955,8.5395,37.452979,0.235813522,0.454940841,0.528844645,0.1746507,0,0.340908354,0.143537621,0,37.6046,126.991,212.335,2.785,5441.393,24.8
28.9,24.4,82.02541,95.07745,29.89179,25.63283,6.257472,36.72855,0.20336621,0.502985016,0.534582592,0.095624416,0,0.224115759,0.164706197,0,37.6046,127.032,44.7624,0.5141,5302.383,27.3
29.7,26.3,77.3769,92.14031,30.53876,26.22706,6.580855,42.90548,0.250409709,0.474343243,0.520526005,0.133788033,0,0.214844721,0.399066324,0,37.5776,127.058,33.3068,0.2661,5296.955,27.9
30,26.9,87.57795,98.39765,29.57002,24.44964,5.998321,47.259484,0.220667412,0.359002018,0.446601525,0.069640069,0,0.234043153,0.082430296,0,37.645,127.022,45.716,2.5348,5288.587,28.1
29.5,25.9,80.27394,95.4469,30.65426,25.60072,6.674035,61.914471,0.247090058,0.410763054,0.497634842,0.103713681,0,0.06486853,0.824699907,0,37.5507,127.135,35.038,0.5055,5288.307,27.9
30.5,26.6,74.36922,93.02858,30.90477,26.41725,7.361268,41.32192,0.248712215,0.345231659,0.449937455,0.127491904,0,0.138283784,0.076972723,0,37.5102,127.042,54.6384,0.1457,5302.328,28.4
30.3,26.1,84.38113,95.81143,29.5926,26.70674,7.126191,67.341368,0.253291011,0.421935287,0.411655076,0.185374315,0,0.920472542,0.081340447,0,37.5776,126.838,12.37,0.0985,5280.374,27.9
30.3,26.2,77.79926,95.25384,30.26942,26.38515,7.763106,46.573226,0.251707691,0.323194127,0.357943255,0.150516995,0,0.550527054,0.124935846,0,37.4697,126.91,52.518,1.5629,5287.229,28.2
30.3,25.6,82.3157,96.66576,29.51651,26.16702,7.808591,59.791726,0.229817064,0.363298585,0.355670123,0.149209737,0,0.367419521,0.101628675,0,37.4967,126.826,50.9312,0.4125,5309.968,27.6
29.4,25,79.69907,96.79468,29.4732,25.54019,8.810801,55.8322,0.22296919,0.310344938,0.349086179,0.115490536,0.006074348,0.537739694,0.11139412,0,37.4562,126.955,208.507,5.1782,5268.813,27.3
30,26.6,75.83081,92.61279,31.08023,26.24613,7.116257,46.881444,0.250896457,0.386103957,0.536947427,0.122419534,0,0.094771198,0.241749259,0,37.5372,127.085,28.7,0.6233,5301.025,28.1
29.6,24.6,78.25479,95.03686,29.66403,25.94091,7.570369,39.09512,0.23152757,0.398673827,0.437249868,0.157178055,0,0.286117822,0.122432819,0,37.5507,126.988,132.118,0.5931,5350.594,28
29.8,26.8,76.74982,92.31673,30.51711,26.07625,6.408564,48.18579,0.248861588,0.437525932,0.508867202,0.135038196,0,0.143655876,0.764288634,0,37.5776,127.083,59.8324,2.6865,5283.324,28.3
30.1,25.6,77.60927,93.0898,30.3174,26.86098,7.148416,33.866088,0.25027191,0.389977045,0.419831278,0.193084092,0,0.399266263,0.031679953,0,37.5507,126.937,30.0464,0.8552,5304.32,27.1
29.5,23.9,78.13593,95.118,30.70311,26.44523,7.433984,65.627453,0.212907898,0.328737516,0.357692918,0.129386853,0.0014969,0.403098067,0.070947499,0,37.4697,126.995,82.2912,2.2579,5269.605,26.8
29.4,24.2,81.94277,95.59073,30.12533,24.55011,5.791259,58.285151,0.228791661,0.431829598,0.513794795,0.127022801,0,0.085427441,0.40515968,0,37.6181,127.099,53.4712,0.697,5302.347,27.6
31.4,26.5,76.4557,94.13321,30.97142,26.10699,6.763023,60.216482,0.231775227,0.302323749,0.39844664,0.14601441,0,0.272584677,0.053209441,0,37.4832,127.024,56.4448,1.2313,5286.086,29.1
29.6,24.9,80.21764,94.32803,29.6231,26.45346,7.066726,36.534551,0.240892447,0.380226104,0.427641118,0.205380368,0,0.528088321,0.060845181,0,37.5776,126.938,75.0924,1.7678,5330.692,27.2
29.3,25.9,91.05746,98.54931,28.09382,25.03043,9.69715,37.027733,0.2170142,0.437937025,0.52033011,0.101045468,0,0.298615341,0.153028523,0,37.6181,127.004,146.554,4.7296,5380.159,27.6
29,25.2,76.65521,93.38873,30.65722,26.40699,7.003197,44.690613,0.242632459,0.393376714,0.452219264,0.1249868,0,0.18957449,0.387984773,0,37.5507,127.04,26.298,0.5721,5293.375,27.6
30.1,26.5,75.91568,93.3633,31.18413,26.32669,7.045954,51.417058,0.255080002,0.340718116,0.49409703,0.104956978,0.000421116,0.117930271,0.065229382,0,37.5102,127.086,21.9668,0.1332,5282.966,28.1
30.8,26.8,80.82239,94.74022,29.92338,26.83425,7.341943,53.259163,0.259181589,0.403051884,0.414354126,0.170193554,0,0.367477609,0.056850761,0,37.5372,126.891,15.5876,0.1554,5282.941,28.7
30.4,26.8,78.27902,93.95555,30.31113,26.87059,7.429851,40.978186,0.268496202,0.378976253,0.4117208,0.17234495,0,0.357280773,0.050079088,0,37.5237,126.909,17.2956,0.2223,5279.942,28.8
30.3,26,74.99326,92.26292,30.81872,26.96585,7.054825,33.266436,0.266238412,0.40183225,0.425936132,0.162843633,0,0.232975711,0.073420225,0,37.5237,126.97,19.5844,0.2713,5288.856,28.7
24.8,20.6,53.67737,95.83417,31.04425,23.93004,7.518366,89.134994,0.528153302,0.269630353,0.138351309,0.057699807,0.004968108,0,0,0,37.6046,126.991,212.335,2.785,5415.058,29.9
27.3,22.5,49.69644,95.15399,33.09261,24.57527,5.70394,62.555225,0.595973975,0.324692313,0.157129166,0.09084747,0.001953125,0,0,0,37.6046,127.032,44.7624,0.5141,5275.486,32.3
27.7,22.8,48.05031,93.18105,34.04143,24.8362,5.882169,23.827775,0.579644833,0.346204168,0.179942121,0.086461035,0.001953125,0,0,0,37.5776,127.058,33.3068,0.2661,5270.065,33
27.9,23.7,57.23917,99.16216,32.13708,24.44553,6.070109,87.105989,0.625855924,0.293770454,0.183955773,0.090956803,0.003849172,0,0,0,37.645,127.022,45.716,2.5348,5261.443,32.8
27.8,22.7,58.61856,95.87414,32.06673,24.34546,5.618603,112.112438,0.53839548,0.379415602,0.198914038,0.07803777,0,0,0,0,37.5507,127.135,35.038,0.5055,5261.231,32.3
28.4,22.8,53.49437,91.16558,33.18675,24.84522,5.921513,45.573882,0.58705684,0.458529437,0.183981716,0.082423506,0.004881256,0,0,0,37.5102,127.042,54.6384,0.1457,5275.238,33.2
27.7,22.7,62.10433,94.63678,30.9171,25.2023,4.859112,103.460126,0.620595799,0.426696539,0.219106138,0.135757629,1.041424354,0,0,0,37.5776,126.838,12.37,0.0985,5253.399,32.8
28.1,23.2,56.63895,92.80479,32.18459,24.72625,5.699328,52.266138,0.556611821,0.434431508,0.153522685,0.105290674,0.014746191,0,0,0,37.4697,126.91,52.518,1.5629,5259.93,33
27.3,22.4,60.9571,95.5306,31.31781,24.50032,5.710488,95.597909,0.550436571,0.380638648,0.185296615,0.123785536,0.006213832,0,0,0,37.4967,126.826,50.9312,0.4125,5283.059,32.5
27,22.6,58.13602,93.42062,31.22582,23.64007,6.25869,68.867695,0.50889149,0.448431834,0.149601074,0.0711154,0.040053353,0,0,0,37.4562,126.955,208.507,5.1782,5239.572,32
27.9,22.7,53.10527,93.22915,33.71338,24.88097,5.50863,51.352506,0.551985833,0.427233189,0.20458991,0.083146716,0.001733788,0,0,0,37.5372,127.085,28.7,0.6233,5274.281,33.3
26.8,22.3,52.24895,92.79415,32.83285,24.34439,6.447191,34.9693,0.604537973,0.389873962,0.16388094,0.075521538,0.015625704,0,0,0,37.5507,126.988,132.118,0.5931,5323.39,32.7
28,23.7,48.50613,93.22247,33.97289,24.74053,5.580634,39.542269,0.581968393,0.301357511,0.186825208,0.084141017,0,0,0,0,37.5776,127.083,59.8324,2.6865,5255.988,32.9
28.1,22.8,53.14521,91.8788,33.04953,25.14642,5.803151,23.896792,0.587297029,0.450796655,0.146339938,0.099870083,0.077115454,0,0,0,37.4967,126.927,30.968,0.618,5260.458,32.5
26.8,22.6,52.30291,92.26378,33.02327,25.12046,5.929817,35.969923,0.599062664,0.427247088,0.147418411,0.088022938,0.062174475,0,0,0,37.5507,126.937,30.0464,0.8552,5277.601,31.7
26.5,21.7,58.61016,94.40353,32.05263,24.08427,5.735588,90.277448,0.521843936,0.45965128,0.156708013,0.081531957,0.018076065,0,0,0,37.4697,126.995,82.2912,2.2579,5241.706,32
27.4,22.6,55.56266,97.09986,32.55638,23.81665,5.305306,129.657668,0.583710204,0.31476444,0.174599564,0.086329951,0,0,0,0,37.6181,127.099,53.4712,0.697,5275.315,31.4
28.5,23.1,59.01767,93.82546,32.38978,24.21777,5.624381,94.598861,0.554361458,0.449517652,0.161538904,0.090293608,0.008241167,0,0,0,37.4832,127.024,56.4448,1.2313,5258.704,34
27.1,22.7,52.20623,92.89256,32.30864,24.80496,6.072291,49.20205,0.600685916,0.377796415,0.143069638,0.093394556,0.030847836,0,0,0,37.5776,126.938,75.0924,1.7678,5303.938,32.2
27.5,23.2,57.29513,98.40887,31.07892,24.12858,7.602922,88.918276,0.541912959,0.274669461,0.166354501,0.051613891,0.003186008,0,0,0,37.6181,127.004,146.554,4.7296,5353.847,32.3
28.1,22.6,57.31414,93.63667,32.95258,24.71883,5.507503,64.933072,0.501701993,0.439850092,0.198242701,0.07414384,0.002305745,0,0,0,37.5102,127.086,21.9668,0.1332,5255.947,33.5
28.3,23.3,57.71384,93.15892,31.98899,25.38835,5.355436,68.308862,0.594316739,0.440134232,0.165208173,0.116214727,0.314502966,0,0,0,37.5372,126.891,15.5876,0.1554,5255.983,33.4
28.7,23.1,54.73078,92.06691,32.76763,25.38686,5.532073,43.126753,0.601250589,0.450095739,0.149620415,0.107317816,0.193791679,0,0,0,37.5237,126.909,17.2956,0.2223,5252.905,33.4
28.3,23,51.19216,91.11764,33.72091,25.33509,5.902524,26.428439,0.596904166,0.450145595,0.159017381,0.085508765,0.02953746,0,0,0,37.5237,126.97,19.5844,0.2713,5261.985,33.4
29.3,23.2,65.09049,95.79197,31.2113,26.13766,11.797098,63.378421,0.338787792,0.326767358,0.138894244,0.046675172,0,0,0,0,37.6046,126.991,212.335,2.785,5388.14,30.3
31.7,23.3,57.47033,88.85231,33.38663,27.70667,9.50114,47.238768,0.310625909,0.308044353,0.112238981,0.016575083,0,0,0,0,37.6046,127.032,44.7624,0.5141,5247.997,32.8
32.2,24.4,52.27892,85.34325,34.29122,28.19003,9.608914,11.006632,0.347898696,0.33099507,0.1237563,0.012684381,0,0,0,0,37.5776,127.058,33.3068,0.2661,5242.594,33.6
32.6,24.7,65.72987,94.80206,32.43274,27.13413,8.65278,75.083387,0.167649344,0.197632304,0.074135291,0.000200932,0,0,0,0,37.645,127.022,45.716,2.5348,5233.789,34.1
31.8,23.9,60.78632,93.97163,32.94985,26.89615,8.526801,104.996573,0.335623892,0.339856117,0.113303968,0.008342056,0,0,0,0,37.5507,127.135,35.038,0.5055,5233.574,33.5
33,24.9,55.95433,87.62483,33.69148,27.62526,8.91935,43.896163,0.345757943,0.301876928,0.069008032,0.010032876,0,0,0,0,37.5102,127.042,54.6384,0.1457,5247.566,34.5
32.5,25.9,67.26266,92.70301,31.98983,27.40617,8.821502,120.639793,0.357355526,0.311128923,0.069450624,0.018698091,0,0,0,0,37.5776,126.838,12.37,0.0985,5225.844,33.5
32.9,25.9,59.0884,88.80573,33.14451,27.43432,9.743084,43.429992,0.370773014,0.287157068,0.063566371,0.016086539,0,0,0,0,37.4697,126.91,52.518,1.5629,5232.048,33.6
32.3,24.6,64.42155,91.23082,32.26208,27.22207,9.929546,89.617158,0.394157349,0.277001505,0.060812927,0.017746314,0,0,0,0,37.4967,126.826,50.9312,0.4125,5255.569,34.1
31.6,24.3,60.89542,91.18233,32.02875,26.295,10.615336,61.840045,0.278651287,0.256554106,0.052218135,0.007376153,0,0,0,0,37.4562,126.955,208.507,5.1782,5209.735,32.8
32.9,24.6,54.46625,88.1524,33.98116,27.56609,8.81404,47.747882,0.337205771,0.320232182,0.107116149,0.014666688,0,0,0,0,37.5372,127.085,28.7,0.6233,5246.957,34.9
31.6,23.6,55.85261,87.38675,33.01292,27.28703,10.483702,22.278228,0.375810397,0.322335074,0.109455546,0.016081019,0,0,0,0,37.5507,126.988,132.118,0.5931,5295.601,33.6
32.7,25.2,52.0626,86.10567,34.18996,27.72034,9.022655,27.101541,0.332359197,0.345990191,0.125991852,0.017030269,0,0,0,0,37.5776,127.083,59.8324,2.6865,5228.07,34.3
32.2,25.2,56.14358,86.53967,33.72838,27.88608,10.136024,12.661125,0.403626012,0.30871616,0.071860879,0.02111885,0,0,0,0,37.4967,126.927,30.968,0.618,5232.835,33.6
31.4,25.1,57.09983,87.1069,33.47504,27.88952,9.66781,26.200742,0.404218304,0.299585155,0.092217147,0.017836601,0,0,0,0,37.5507,126.937,30.0464,0.8552,5250.301,33.1
31.4,23.4,60.14891,89.13376,32.9889,27.19693,8.809658,92.409403,0.275278198,0.218032795,0.045610333,0.001256194,0,0,0,0,37.4697,126.995,82.2912,2.2579,5213.219,33
31.2,22.9,59.97941,90.97035,33.04865,27.15026,8.224566,114.782681,0.323777583,0.338074917,0.129184253,0.019029952,0,0.001730495,0,0,37.6181,127.099,53.4712,0.697,5247.696,33.3
33.6,25,59.03556,90.70216,33.29157,27.14712,7.746523,92.067671,0.336304391,0.271671695,0.050222823,0.001234086,0,0,0,0,37.4832,127.024,56.4448,1.2313,5230.737,35.3
31.7,25.1,58.84399,88.76277,32.93998,27.52337,9.457481,36.800318,0.359292852,0.308475965,0.103807272,0.024403703,0,0,0,0,37.5776,126.938,75.0924,1.7678,5276.603,33.3
31.9,24.5,68.86344,97.65678,31.15374,26.37344,13.717178,63.197567,0.279501398,0.306111664,0.112858042,0.019422379,0,0,0,0,37.6181,127.004,146.554,4.7296,5326.95,33.2
31.6,24.1,53.06942,85.83052,34.20212,28.16301,9.742074,11.83509,0.329825314,0.311603519,0.100963264,0.013126625,0,0,0,0,37.5507,127.04,26.298,0.5721,5239.072,33.2
32.7,24.9,57.28895,89.83992,33.53031,27.40598,8.275806,72.596921,0.299611412,0.314743693,0.07829905,0.003668255,0,0,0,0,37.5102,127.086,21.9668,0.1332,5228.347,34.6
32.8,25.8,62.73511,89.72829,32.57938,27.71518,9.375427,77.362985,0.37587339,0.27181509,0.078384021,0.01491303,0,0,0,0,37.5372,126.891,15.5876,0.1554,5228.444,35
32.9,25.9,58.7725,87.88177,33.26943,27.86186,9.783358,40.267709,0.395089897,0.277332772,0.077160078,0.01618637,0,0,0,0,37.5237,126.909,17.2956,0.2223,5225.287,33.9
33.2,25.3,54.50261,85.46768,34.08365,28.13619,9.600812,17.161887,0.399421172,0.301374354,0.086532277,0.01771137,0,0,0,0,37.5237,126.97,19.5844,0.2713,5234.533,34
32.4,26.6,68.06339,93.25059,31.97647,27.67325,8.905419,54.584101,0.509825714,0.454171623,0.130331031,0.200838417,0.317640762,0.003364684,0,0,37.6046,127.032,44.7624,0.5141,5219.932,32.9
33.2,27.1,69.52423,90.57127,32.06137,27.96397,8.99616,25.131756,0.529710662,0.524126622,0.210725724,0.233758556,0.477187514,0.012564624,0,0,37.5776,127.058,33.3068,0.2661,5214.541,31.3
33.1,27.6,68.09293,96.06437,31.8638,27.16997,8.155877,81.423075,0.431086517,0.376705651,0.05452972,0.05692754,0.140192072,0.009569019,0,0,37.645,127.022,45.716,2.5348,5205.583,32.7
33.1,27.2,79.47587,94.05441,30.60759,27.61239,8.676451,88.826308,0.479910579,0.538538871,0.185602628,0.164583774,0.759637356,0.203026326,0,0,37.5507,127.135,35.038,0.5055,5205.334,32.2
33.9,27.6,76.95419,93.10984,30.44415,27.58192,8.826567,48.818489,0.461477211,0.554742363,0.262374654,0.170403793,1.18004624,0.470765258,0,0,37.5102,127.042,54.6384,0.1457,5219.31,31.7
33.2,27.2,70.32126,95.38892,30.55508,27.17017,8.231915,102.407564,0.383026304,0.432415056,0.16705345,0.216199574,0.815837701,0.000052,0,0,37.5776,126.838,12.37,0.0985,5197.706,31.5
33.6,27.5,80.89342,93.50936,30.00056,27.23027,9.096714,33.823283,0.336993483,0.561917705,0.304774043,0.22693392,0.206450303,0,0,0,37.4697,126.91,52.518,1.5629,5203.581,31.1
34,26.3,81.6371,95.54498,30.05132,26.97653,8.947287,71.899684,0.402706601,0.479547742,0.261014236,0.195119401,0.910439253,0.453680361,0,0,37.4967,126.826,50.9312,0.4125,5227.495,31.5
32.6,26.2,83.82367,95.27996,28.48035,26.45251,10.375234,29.425929,0.322464083,0.599146931,0.330459446,0.210868975,0.030855129,0,0,0,37.4562,126.955,208.507,5.1782,5179.303,29.8
34,27.5,75.68373,92.67853,31.13582,27.79012,8.685163,52.005013,0.465735881,0.538207131,0.227334888,0.178481405,1.125309388,0.309346949,0,0,37.5372,127.085,28.7,0.6233,5219.051,33.2
32.6,25.6,74.81295,94.57003,30.64746,27.01014,9.358776,35.635669,0.521442397,0.552936494,0.261443643,0.225056211,1.09337163,0.092128764,0,0,37.5507,126.988,132.118,0.5931,5267.226,31.3
34,27.5,69.41935,90.35402,31.96626,27.88712,8.783129,36.190446,0.489069972,0.524519725,0.205736661,0.225117832,0.460158428,0.009074043,0,0,37.5776,127.083,59.8324,2.6865,5199.567,31.7
33.3,27.1,77.63657,93.23701,30.64363,27.47178,9.047454,28.779451,0.346386729,0.58987908,0.288050369,0.190463101,1.048176209,0.250442605,0,0,37.4967,126.927,30.968,0.618,5204.627,31.3
32.5,26.3,72.8733,94.1104,31.12506,27.61122,8.403191,38.047519,0.425498903,0.539762526,0.279500362,0.221179744,1.11402758,0.08678804,0,0,37.5507,126.937,30.0464,0.8552,5222.419,31
32.8,25.7,82.7827,92.99345,29.53052,27.4465,9.131062,53.341971,0.272109504,0.568740809,0.291553217,0.107240929,0.049179425,0,0,0,37.4697,126.995,82.2912,2.2579,5184.144,31.1
33.2,25.4,68.9757,93.21067,31.61349,27.60698,8.547473,105.016418,0.473406242,0.473355494,0.135616957,0.219506853,0.250759363,0,0,0,37.6181,127.099,53.4712,0.697,5219.498,31.6
34.7,27.5,80.74969,91.6758,29.98944,27.75331,8.462564,60.25562,0.346535984,0.544413093,0.263621792,0.106844409,0.177449008,0,0,0,37.4832,127.024,56.4448,1.2313,5202.184,32.9
32.9,26.9,70.29227,94.30225,30.94449,27.13276,8.309695,40.868304,0.430138139,0.55032204,0.260388894,0.236143043,0.549803654,0.016756238,0,0,37.5776,126.938,75.0924,1.7678,5248.686,31.4
32.7,26.9,75.71114,99.02169,30.19417,26.33412,12.324819,64.509429,0.496991114,0.469940424,0.131673543,0.15508038,0.220588345,0.000152307,0,0,37.6181,127.004,146.554,4.7296,5299.467,31.5
33,27.1,72.7362,92.94882,31.64872,27.71476,9.092752,30.982357,0.498452259,0.554529126,0.216284511,0.197028518,1.018234253,0.11239212,0,0,37.5507,127.04,26.298,0.5721,5211.048,30.7
33.9,27.3,78.7086,91.88885,30.53554,28.03795,8.367896,64.973928,0.426578052,0.522736164,0.226152714,0.141872633,1.007148981,0.392800691,0,0,37.5102,127.086,21.9668,0.1332,5200.163,33.1
33.6,27.4,77.49792,94.47729,30.53787,27.53988,8.288438,66.772849,0.356741115,0.512184186,0.248293355,0.191536814,1.254030863,0.134318856,0,0,37.5372,126.891,15.5876,0.1554,5200.322,32.3
33.9,27.6,76.40158,93.82417,30.8241,27.58793,8.510893,48.517287,0.363524025,0.56338552,0.25917536,0.182156212,1.53915453,0.363353619,0,0,37.5237,126.909,17.2956,0.2223,5197.084,31.6
